Bias Category,Bias Type,Business as victim,Case Type,Location Type,Open Data Case Number,Primary Offense Type,Report Month/Year,Suspect Age,Suspect Gender,Suspect Race,Victim Age,Victim Gender,Victim Race,Victim Suspect Relationship
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,13624136767,Aggravated Assault,June 2024,32,Male,White,7,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,13624136767,Aggravated Assault,June 2024,32,Male,White,9,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,13624136767,Aggravated Assault,June 2024,32,Male,White,29,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,13624136767,Aggravated Assault,June 2024,32,Male,White,40,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14024140614,Aggravated Assault,June 2024,18,Male,Latinx,27,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14024140614,Aggravated Assault,June 2024,18,Male,Latinx,29,Male,Latinx,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14024140614,Aggravated Assault,June 2024,18,Male,Latinx,31,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,16225162946,Aggravated Assault,June 2025,47,Male,Black,47,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,16225162946,Aggravated Assault,June 2025,56,Male,White,47,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,21025210099,Aggravated Assault,August 2025,38,Female,Black,22,Male,White,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,21523215310,Aggravated Assault,August 2023,33,Male,White,33,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,21523215310,Aggravated Assault,August 2023,33,Male,White,42,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,22325223783,Aggravated Assault,August 2025,41,Male,Asian,32,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,22325223783,Aggravated Assault,August 2025,47,Female,White,32,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,23823238472,Aggravated Assault,September 2023,19,Male,Black,57,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,23823238472,Aggravated Assault,September 2023,20,Male,Black,57,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,25224252084,Aggravated Assault,October 2024,30,Male,Black,35,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,28023280683,Aggravated Assault,October 2023,50,Female,White,28,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,28023280683,Aggravated Assault,October 2023,50,Female,White,47,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,28824288541,Aggravated Assault,November 2024,47,Male,Latinx,29,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,31424314602,Aggravated Assault,December 2024,,,,50,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,32002332096,Aggravated Assault,February 2023,24,Male,White,24,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,32002332096,Aggravated Assault,February 2023,48,Male,Latinx,24,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,32002332096,Aggravated Assault,February 2023,49,Male,Latinx,24,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,32002332096,Aggravated Assault,February 2023,71,Female,White,24,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,18324183556,All Other Larceny,July 2024,61,Female,White,44,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,16122161187,All Other Offenses,June 2022,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14924149787,Disorderly Conduct,June 2024,54,Male,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,15825158779,Disorderly Conduct,June 2025,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,17324173756,Disorderly Conduct,July 2024,,,,29,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,18325183676,Disorderly Conduct,July 2025,29,Female,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19422194577,Disorderly Conduct,July 2022,41,Male,White,54,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,21424214461,Disorderly Conduct,August 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,21722217883,Disorderly Conduct,August 2022,58,Male,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,22123221509,Disorderly Conduct,August 2023,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,22425224894,Disorderly Conduct,August 2025,41,Male,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,55302555380,Disorderly Conduct,March 2025,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,87002387027,Disorderly Conduct,April 2023,12,Male,Latinx,32,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,87002387027,Disorderly Conduct,April 2023,13,Male,Latinx,32,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,87002387027,Disorderly Conduct,April 2023,16,Male,Latinx,32,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,87002387027,Disorderly Conduct,April 2023,36,Female,Black,32,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,87002387027,Disorderly Conduct,April 2023,41,Female,Latinx,32,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,87002387027,Disorderly Conduct,April 2023,63,Male,Latinx,32,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,96602296617,Disorderly Conduct,April 2022,44,Male,White,67,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,17024170960,Hit & Run,July 2024,,,,45,Male,White,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,76202576278,Hit & Run,March 2025,57,Male,White,13,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,15223152222,Intimidation,June 2023,62,Male,White,12,Male,Black,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,15223152222,Intimidation,June 2023,62,Male,White,13,Male,Black,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,15223152222,Intimidation,June 2023,62,Male,White,34,Female,Black,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,15325153938,Intimidation,June 2025,82,Female,White,36,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19125191737,Intimidation,July 2025,42,Male,Asian,26,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19125191737,Intimidation,July 2025,42,Male,Asian,27,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19125191737,Intimidation,July 2025,42,Male,Asian,32,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19125191737,Intimidation,July 2025,42,Male,Asian,35,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19802519838,Intimidation,January 2025,47,Male,Latinx,64,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,25102325136,Intimidation,January 2023,50,Male,Asian,55,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,25925259345,Intimidation,September 2025,47,Female,White,24,Male,White,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,27821278618,Intimidation,October 2021,49,Male,White,25,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,29824298577,Intimidation,November 2024,,,,60,Female,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,29824298577,Intimidation,November 2024,,,,67,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,64702464793,Intimidation,March 2024,46,Female,White,74,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,67402367405,Intimidation,March 2023,23,Male,Black,38,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,28624286753,Restraining Order Violation,November 2024,27,Female,White,61,Female,Black,VICTIM WAS OTHER FAMILY MEMBER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,17824178509,Robbery,July 2024,31,Male,White,32,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,89202589286,Robbery,April 2025,45,Male,Latinx,39,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,11922119374,Simple Assault,May 2022,48,Female,Black,57,Female,White,VICTIM WAS OTHERWISE KNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,12102312160,Simple Assault,January 2023,56,Male,Latinx,37,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,12225122932,Simple Assault,May 2025,48,Male,White,51,Female,Black,VICTIM WAS BOYFRIEND/GIRLFRIEND
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,13024130230,Simple Assault,May 2024,33,Male,White,19,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,13024130230,Simple Assault,May 2024,33,Male,White,40,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,13024130230,Simple Assault,May 2024,33,Male,White,52,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,13024130265,Simple Assault,May 2024,,,,32,Male,Latinx,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14024140778,Simple Assault,June 2024,24,Male,Latinx,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14024140778,Simple Assault,June 2024,49,Male,Black,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14825148419,Simple Assault,June 2025,45,Male,White,39,Male,Latinx,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,15025150591,Simple Assault,June 2025,46,Male,Latinx,42,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,16724167885,Simple Assault,July 2024,37,Male,White,51,Male,Asian,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19822198275,Simple Assault,July 2022,24,Female,Black,44,Female,White,VICTIM WAS OTHERWISE KNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,24222242617,Simple Assault,September 2022,,,,77,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,26825268469,Simple Assault,September 2025,44,Male,White,22,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,29620296914,Simple Assault,September 2020,,,,40,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,29802329886,Simple Assault,February 2023,43,Male,Black,64,Female,Asian,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,29802329886,Simple Assault,February 2023,58,Male,White,64,Female,Asian,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,30621306841,Simple Assault,November 2021,49,Male,White,56,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,62102462110,Simple Assault,March 2024,35,Male,White,28,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,66702566796,Simple Assault,March 2025,45,Male,Black,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,66702566796,Simple Assault,March 2025,65,Male,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,78802578807,Simple Assault,March 2025,50,Male,White,34,Female,Unknown,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,97720259775,Simple Assault,January 2025,39,Male,White,34,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19525195030,Vandalism,July 2025,,,,42,Male,White,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,27624276633,Vandalism,October 2024,53,Female,White,21,Female,Unknown,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,28122281600,Vandalism,October 2022,37,Female,White,46,Female,Black,VICTIM WAS OTHERWISE KNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,60402560440,Vandalism,March 2025,,,,29,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,11821118751,Warrant/Detainer,May 2021,36,Male,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,22725227382,Warrant/Detainer,August 2025,47,Male,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,28024280214,Warrant/Detainer,November 2024,56,Male,White,54,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Arena/Stadium/Fairgrounds/Coliseum,20824208094,Simple Assault,August 2024,55,Male,White,35,Male,Asian,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Church/Synagogue/Temple/Mosque,24024240962,,September 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Construction Site,92520925085,,December 2020,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Daycare Facility,63102463178,,March 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Department/Discount Store,15624156592,,June 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Grocery/Supermarket,15824158584,,June 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Hotel/Motel/Etc.,77402477480,,March 2024,,,,35,Female,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Hotel/Motel/Etc.,77402477480,,March 2024,,,,36,Female,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Hotel/Motel/Etc.,87802387880,,April 2023,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Parking/Drop Lot/Garage,68120681903,Disorderly Conduct,June 2020,53,Female,White,32,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,12924129770,,May 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,15724157328,,June 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,30024300118,,November 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,31924319899,,December 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,32522325759,,December 2022,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,20220202630,Intimidation,June 2020,75,Female,White,50,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,10524105949,Simple Assault,April 2024,14,Female,Black,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,10524105949,Simple Assault,April 2024,37,Female,Black,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,10524105949,Simple Assault,April 2024,64,Male,Asian,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,15025150448,Simple Assault,June 2025,53,Male,White,49,Female,White,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,88702388797,Simple Assault,April 2023,18,Female,Native American,60,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Restaurant,94402494418,,April 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,11024110110,,May 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,18924189652,,July 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,22424224497,,September 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,25525255010,,September 2025,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,31024310452,,December 2024,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,62402562478,,March 2025,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,70902570994,,March 2025,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,20620206422,Disorderly Conduct,June 2020,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,20320203077,Robbery,June 2020,,,,25,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,19520195641,Simple Assault,June 2020,39,Male,White,46,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,19520195641,Simple Assault,June 2020,39,Male,White,63,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,25824258108,Simple Assault,October 2024,29,Male,Black,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,25824258108,Simple Assault,October 2024,34,Male,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,26225262994,Simple Assault,September 2025,34,Male,Black,36,Male,Black,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,21620216764,Vandalism,July 2020,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,COMPLAINANT,BIAS CRIME,Residence/Home,53902553965,Aggravated Assault,March 2025,36,Male,White,26,Male,Latinx,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,COMPLAINANT,BIAS CRIME,Residence/Home,53902553965,Aggravated Assault,March 2025,36,Male,White,38,Male,White,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,COMPLAINANT,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19125191737,Intimidation,July 2025,42,Male,Asian,26,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,COMPLAINANT,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19125191737,Intimidation,July 2025,42,Male,Asian,27,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,COMPLAINANT,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19125191737,Intimidation,July 2025,42,Male,Asian,32,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,COMPLAINANT,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19125191737,Intimidation,July 2025,42,Male,Asian,35,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,VICTIM,BIAS CRIME,Bank/Savings and Loan,19922199430,Intimidation,July 2022,40,Male,White,59,Female,Latinx,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,37602437659,Vandalism,February 2024,42,Male,White,,,,
